"Date","Price","Open","High","Low","Vol.","Change %"
"02/26/2023","64.81","64.76","65.58","61.73","25.90M","0.39%"
"02/19/2023","64.56","66.06","66.27","63.71","19.95M","-3.11%"
"02/12/2023","66.63","66.80","67.51","64.86","19.48M","-0.37%"
"02/05/2023","66.88","67.15","67.96","65.64","14.68M","-0.58%"
"01/29/2023","67.27","67.68","69.44","66.24","23.42M","-1.07%"
"01/22/2023","68.00","66.95","71.18","58.85","16.88M","1.31%"
"01/15/2023","67.12","70.05","70.92","65.13","15.03M","-4.55%"
"01/08/2023","70.32","71.40","72.19","69.33","18.07M","-1.83%"
"01/01/2023","71.63","71.43","73.04","70.12","15.76M","0.31%"
"12/25/2022","71.41","71.75","72.82","70.81","11.24M","-0.46%"
"12/18/2022","71.74","69.17","71.75","68.47","22.56M","3.33%"
"12/11/2022","69.43","69.75","72.39","68.40","39.75M","1.57%"
"12/04/2022","68.36","66.79","69.27","66.69","22.86M","1.51%"
"11/27/2022","67.34","66.41","68.56","65.03","26.39M","0.64%"
"11/20/2022","66.91","65.38","67.19","65.11","13.93M","2.04%"
"11/13/2022","65.57","65.47","66.46","64.41","26.07M","0.74%"
"11/06/2022","65.09","64.82","65.89","62.42","21.54M","0.28%"
"10/30/2022","64.91","65.99","66.64","63.88","20.25M","-2.16%"
"10/23/2022","66.34","64.62","67.12","63.81","24.01M","2.85%"
"10/16/2022","64.50","64.08","65.86","63.36","20.34M","1.56%"
"10/09/2022","63.51","64.26","65.77","60.71","22.24M","-0.95%"
"10/02/2022","64.12","69.27","71.11","63.79","24.37M","-5.71%"
"09/25/2022","68.00","74.94","74.95","67.85","23.23M","-9.32%"
"09/18/2022","74.99","77.03","78.34","74.24","15.55M","-2.93%"
"09/11/2022","77.25","79.60","80.32","76.91","21.61M","-2.85%"
"09/04/2022","79.52","78.20","80.08","77.59","15.21M","2.12%"
"08/28/2022","77.87","77.78","79.65","77.05","16.97M","-0.42%"
"08/21/2022","78.20","79.83","80.04","78.14","12.90M","-2.45%"
"08/14/2022","80.16","78.13","80.57","77.95","19.65M","2.61%"
"08/07/2022","78.12","77.85","78.82","76.91","17.32M","1.10%"
"07/31/2022","77.27","76.67","78.78","74.75","22.93M","0.49%"
"07/24/2022","76.89","71.79","77.61","71.60","25.96M","6.88%"
"07/17/2022","71.94","72.18","72.30","70.35","20.42M","-0.54%"
"07/10/2022","72.33","71.00","72.53","69.92","19.74M","1.60%"
"07/03/2022","71.19","72.92","73.03","69.85","16.16M","-2.67%"
"06/26/2022","73.14","69.39","73.24","69.29","20.82M","4.74%"
"06/19/2022","69.83","65.75","70.04","65.58","21.62M","6.79%"
"06/12/2022","65.39","71.32","71.58","64.79","35.99M","-9.36%"
"06/05/2022","72.14","75.49","75.97","71.62","20.28M","-4.15%"
"05/29/2022","75.26","75.33","76.24","74.12","20.44M","-1.06%"
"05/22/2022","76.07","74.11","76.30","73.38","22.42M","3.62%"
"05/15/2022","73.41","73.91","74.78","72.43","26.14M","-0.33%"
"05/08/2022","73.65","74.30","75.37","72.55","28.79M","-1.37%"
"05/01/2022","74.67","74.04","75.14","72.13","27.04M","1.74%"
"04/24/2022","73.39","76.14","76.32","72.85","34.60M","-3.32%"
"04/17/2022","75.91","76.00","77.24","75.43","21.82M","-0.11%"
"04/10/2022","75.99","76.49","76.87","73.99","24.84M","-0.65%"
"04/03/2022","76.49","73.45","76.68","72.48","28.44M","3.20%"
"03/27/2022","74.12","70.99","74.19","70.30","24.38M","4.50%"
"03/20/2022","70.93","68.25","70.93","68.16","21.63M","4.26%"
"03/13/2022","68.03","68.94","69.50","67.48","27.95M","-0.96%"
"03/06/2022","68.69","67.80","69.64","66.85","33.43M","1.64%"
"02/27/2022","67.58","64.60","67.61","62.97","33.60M","3.91%"
"02/20/2022","65.04","63.88","65.08","61.77","30.81M","1.99%"
"02/13/2022","63.77","66.90","67.06","63.41","36.96M","-4.52%"
"02/06/2022","66.79","67.90","68.39","65.82","31.86M","-2.77%"
"01/30/2022","68.69","68.43","69.76","67.44","39.67M","-0.45%"
"01/23/2022","69.00","67.77","69.03","65.40","35.38M","1.75%"
"01/16/2022","67.81","68.29","68.94","67.32","18.15M","-1.24%"
"01/09/2022","68.66","68.59","69.23","67.18","22.03M","0.03%"
"01/02/2022","68.64","68.50","69.14","67.36","21.82M","0.09%"
"12/26/2021","68.58","66.70","68.88","66.37","13.18M","3.07%"
"12/19/2021","66.54","66.14","67.50","65.73","15.74M","-0.45%"
"12/12/2021","66.84","65.05","68.21","65.00","33.08M","2.70%"
"12/05/2021","65.08","63.93","65.90","63.65","26.83M","3.58%"
"11/28/2021","62.83","62.29","63.00","60.99","31.05M","1.27%"
"11/21/2021","62.04","62.59","63.58","61.95","12.16M","-1.01%"
"11/14/2021","62.67","62.11","62.73","61.48","20.22M","1.26%"
"11/07/2021","61.89","63.34","63.95","61.63","21.85M","-1.92%"
"10/31/2021","63.10","62.40","63.36","61.77","18.75M","1.25%"
"10/24/2021","62.32","62.80","63.85","62.06","15.61M","-1.00%"
"10/17/2021","62.95","62.64","64.25","62.01","17.49M","-0.29%"
"10/10/2021","63.13","62.38","63.70","61.51","14.79M","0.91%"
"10/03/2021","62.56","61.56","63.48","61.46","19.41M","1.31%"
"09/26/2021","61.75","63.15","63.71","61.56","22.01M","-2.23%"
"09/19/2021","63.16","64.05","64.68","63.01","17.58M","-1.53%"
"09/12/2021","64.14","66.64","66.87","64.08","23.04M","-3.13%"
