"Date","Price","Open","High","Low","Vol.","Change %"
"05/12/2024","40.06","40.34","40.91","39.83","81.54M","-0.84%"
"05/05/2024","40.40","39.12","40.42","39.06","65.49M","3.88%"
"04/28/2024","38.89","39.90","40.82","38.75","88.41M","-1.99%"
"04/21/2024","39.68","41.40","41.64","38.56","128.25M","-2.00%"
"04/14/2024","40.49","40.11","40.67","39.46","96.35M","1.94%"
"04/07/2024","39.72","42.12","42.15","39.68","85.92M","-5.70%"
"03/31/2024","42.12","41.99","43.42","41.53","81.30M","0.38%"
"03/24/2024","41.96","40.53","42.15","40.48","71.47M","3.94%"
"03/17/2024","40.37","39.48","40.81","39.26","86.31M","2.23%"
"03/10/2024","39.49","39.57","40.50","39.14","110.92M","-0.05%"
"03/03/2024","39.51","39.92","40.96","39.38","90.63M","-1.72%"
"02/25/2024","40.20","40.60","40.63","39.43","87.24M","-1.13%"
"02/18/2024","40.66","40.41","41.15","40.11","65.65M","0.42%"
"02/11/2024","40.49","39.73","40.67","39.53","66.71M","1.94%"
"02/04/2024","39.72","42.00","42.18","39.26","97.81M","-5.72%"
"01/28/2024","42.13","42.12","43.21","41.66","108.48M","-0.64%"
"01/21/2024","42.40","39.40","42.49","39.31","148.64M","7.81%"
"01/14/2024","39.33","38.58","39.43","38.35","90.09M","2.00%"
"01/07/2024","38.56","40.15","40.26","37.56","112.78M","-4.08%"
"12/31/2023","40.20","37.73","40.37","37.68","104.57M","6.63%"
"12/24/2023","37.70","37.44","37.76","37.15","58.28M","0.56%"
"12/17/2023","37.49","37.72","37.80","37.21","86.43M","0.32%"
"12/10/2023","37.37","38.29","38.39","36.46","151.76M","-2.30%"
"12/03/2023","38.25","38.40","38.88","38.01","102.41M","-0.86%"
"11/26/2023","38.58","37.45","38.61","37.20","103.54M","3.13%"
"11/19/2023","37.41","36.28","37.57","36.20","62.99M","3.26%"
"11/12/2023","36.23","35.64","36.38","35.41","96.23M","1.46%"
"11/05/2023","35.71","35.98","36.10","35.40","78.65M","-0.86%"
"10/29/2023","36.02","33.84","36.37","33.84","134.74M","7.72%"
"10/22/2023","33.44","31.48","34.70","31.26","182.47M","5.92%"
"10/15/2023","31.57","30.84","32.14","30.62","120.38M","2.93%"
"10/08/2023","30.67","30.74","31.97","30.64","101.45M","-0.58%"
"10/01/2023","30.85","32.44","32.47","30.14","123.87M","-4.81%"
"09/24/2023","32.41","33.17","33.25","32.31","97.10M","-2.61%"
"09/17/2023","33.28","33.90","33.97","32.93","104.10M","-1.51%"
"09/10/2023","33.79","33.70","34.38","33.51","120.47M","1.02%"
"09/03/2023","33.45","34.85","35.07","33.23","88.17M","-4.04%"
"08/27/2023","34.86","33.48","35.15","33.26","98.94M","4.53%"
"08/20/2023","33.35","33.15","33.58","32.77","98.05M","0.51%"
"08/13/2023","33.18","33.19","33.64","32.85","91.71M","-0.54%"
"08/06/2023","33.36","32.65","33.42","32.18","101.59M","2.27%"
"07/30/2023","32.62","34.00","34.30","32.53","117.35M","-4.14%"
"07/23/2023","34.03","33.88","34.95","33.54","153.17M","0.44%"
"07/16/2023","33.88","33.65","34.16","31.25","297.13M","-0.38%"
"07/09/2023","34.01","35.92","35.96","33.94","143.18M","-5.26%"
"07/02/2023","35.90","37.17","37.68","35.87","72.29M","-3.47%"
"06/25/2023","37.19","35.66","37.25","35.50","86.19M","4.73%"
"06/18/2023","35.51","36.08","36.17","35.48","66.24M","-2.61%"
"06/11/2023","36.46","35.66","36.69","35.36","103.29M","2.79%"
"06/04/2023","35.47","34.78","35.62","34.33","109.96M","2.57%"
"05/28/2023","34.58","34.97","35.97","33.72","155.20M","-1.20%"
