"Date","Price","Open","High","Low","Vol.","Change %"
"11/28/2021","73.34","76.42","77.50","72.66","115.67M","-7.35%"
"11/21/2021","79.16","81.00","83.59","77.11","49.58M","-1.91%"
"11/14/2021","80.70","84.15","84.69","80.62","55.38M","-3.93%"
"11/07/2021","84.00","80.41","84.26","79.88","52.99M","2.93%"
"10/31/2021","81.61","88.05","91.40","81.35","93.64M","-7.31%"
"10/24/2021","88.05","81.03","88.46","79.95","74.72M","8.50%"
"10/17/2021","81.15","78.74","81.48","77.11","57.56M","3.60%"
"10/10/2021","78.33","81.64","81.64","77.98","59.17M","-2.85%"
"10/03/2021","80.63","84.17","84.56","80.15","126.45M","-0.95%"
"09/26/2021","81.40","73.51","84.34","72.66","155.27M","10.58%"
"09/19/2021","73.61","71.16","74.63","71.12","64.54M","2.69%"
"09/12/2021","71.68","73.77","73.83","70.89","97.24M","-2.41%"
"09/05/2021","73.45","76.59","76.87","73.12","47.94M","-4.93%"
"08/29/2021","77.26","76.30","77.38","75.83","40.67M","1.26%"
"08/22/2021","76.30","79.11","79.23","76.17","34.89M","-3.02%"
"08/15/2021","78.68","76.73","79.20","76.64","42.29M","2.55%"
"08/08/2021","76.72","75.85","76.77","74.82","38.95M","1.70%"
"08/01/2021","75.44","76.93","77.26","74.93","47.30M","-1.86%"
"07/25/2021","76.87","77.46","78.67","76.74","48.83M","-0.86%"
"07/18/2021","77.54","77.81","78.34","75.64","44.16M","-0.62%"
"07/11/2021","78.02","77.55","78.43","76.88","39.40M","0.04%"
"07/04/2021","77.99","78.14","78.69","77.31","29.40M","-0.78%"
"06/27/2021","78.60","77.25","78.77","76.79","47.19M","1.81%"
"06/20/2021","77.20","76.89","77.97","75.55","90.26M","0.77%"
"06/13/2021","76.61","75.74","77.55","74.72","73.19M","0.45%"
"06/06/2021","76.27","74.14","76.86","72.07","73.88M","2.91%"
"05/30/2021","74.11","72.53","74.48","71.54","55.07M","2.41%"
"05/23/2021","72.36","75.83","75.95","72.28","61.45M","-4.16%"
"05/16/2021","75.50","75.01","76.61","74.33","45.63M","1.14%"
"05/09/2021","74.65","75.16","75.50","73.56","53.03M","-0.15%"
"05/02/2021","74.77","70.81","75.00","70.77","61.90M","5.25%"
"04/25/2021","71.04","74.24","74.40","69.46","73.68M","-4.34%"
"04/18/2021","74.26","74.09","75.80","73.39","50.85M","0.53%"
"04/11/2021","73.87","72.82","74.14","72.34","51.59M","1.52%"
"04/04/2021","72.76","73.92","74.29","71.78","49.98M","-1.01%"
"03/28/2021","73.51","73.73","74.89","73.08","42.26M","-0.39%"
"03/21/2021","73.79","72.28","74.38","71.81","50.79M","-0.15%"
"03/14/2021","73.91","71.99","74.61","71.59","118.07M","3.90%"
"03/07/2021","71.13","70.91","72.05","69.99","64.03M","2.01%"
"02/28/2021","69.73","69.81","70.30","68.38","67.56M","0.70%"
"02/21/2021","69.25","71.04","72.43","69.17","55.25M","-2.27%"
