"Date","Price","Open","High","Low","Vol.","Change %"
"02/04/2018","27.22","28.55","28.93","26.45","240.10M","-5.32%"
"01/28/2018","28.75","28.04","29.67","27.93","208.25M","0.67%"
"01/21/2018","28.56","28.09","28.86","27.82","138.27M","1.64%"
"01/14/2018","28.10","27.87","28.23","27.55","102.36M","0.83%"
"01/07/2018","27.87","28.81","29.06","27.43","168.37M","-3.23%"
"12/31/2017","28.80","29.50","29.50","28.14","121.42M","-1.91%"
"12/24/2017","29.36","29.41","29.70","29.23","72.02M","-0.17%"
"12/17/2017","29.41","29.07","29.67","28.72","139.59M","1.84%"
"12/10/2017","28.88","27.68","28.92","27.58","190.83M","4.11%"
"12/03/2017","27.74","27.79","28.35","27.04","154.75M","0.65%"
"11/26/2017","27.56","26.31","27.87","26.09","195.69M","4.83%"
"11/19/2017","26.29","26.09","26.39","25.83","102.34M","0.88%"
"11/12/2017","26.06","25.89","26.34","25.36","168.94M","0.85%"
"11/05/2017","25.84","24.97","26.04","24.58","292.80M","2.74%"
"10/29/2017","25.15","25.69","26.00","24.87","239.12M","-1.95%"
"10/22/2017","25.65","26.75","26.93","25.17","276.95M","-4.43%"
"10/15/2017","26.84","27.05","27.53","26.73","160.25M","-0.45%"
"10/08/2017","26.96","29.19","29.20","26.62","201.61M","-7.48%"
"10/01/2017","29.14","29.60","30.06","29.10","94.62M","-1.49%"
"09/24/2017","29.58","29.10","29.69","29.07","121.88M","1.51%"
"09/17/2017","29.14","28.02","29.25","27.96","145.16M","4.00%"
"09/10/2017","28.02","26.94","28.02","26.82","142.89M","4.24%"
"09/03/2017","26.88","28.24","28.27","26.51","140.85M","-5.02%"
"08/27/2017","28.30","28.70","28.75","28.26","65.66M","-1.36%"
"08/20/2017","28.69","28.31","28.79","28.25","77.11M","1.67%"
"08/13/2017","28.22","28.88","29.12","28.09","91.97M","-1.91%"
"08/06/2017","28.77","29.03","29.26","28.74","86.55M","-0.86%"
"07/30/2017","29.02","29.43","29.66","28.73","127.64M","-1.46%"
"07/23/2017","29.45","27.57","29.96","27.28","222.28M","6.82%"
"07/16/2017","27.57","27.43","27.73","27.04","128.02M","0.58%"
"07/09/2017","27.41","27.91","28.00","27.31","115.64M","-1.86%"
